nodes,edges,instance,ants,n_nodes,value,time
25,150,8,14,20,1082,29.8588
25,150,9,14,20,1277,34.1179
25,150,10,14,20,1521,35.2039
25,200,1,14,21,1446,38.4539
25,200,2,14,22,1226,39.1139
25,200,3,14,21,1220,41.3254
25,200,4,14,22,1592,37.2554
25,200,5,14,20,1304,33.2017
25,200,6,14,21,1458,34.5237
25,200,7,14,20,1313,35.7265
25,200,8,14,22,1708,40.0382
25,200,9,14,21,1371,32.427
25,200,10,14,21,1152,36.6977
10,10,1,15,4,174,4.90847
10,10,2,15,5,159,4.28608
10,10,3,15,4,232,3.3657
10,10,4,15,4,184,3.86031
10,10,5,15,4,308,3.32252
10,10,6,15,4,268,3.94823
10,10,7,15,4,220,2.85034
10,10,8,15,5,372,2.4385
10,10,9,15,5,234,2.85748
10,10,10,15,4,215,1.9519
10,20,1,15,5,271,4.41337
10,20,2,15,7,257,5.71801
10,20,3,15,6,334,4.16565
10,20,4,15,6,311,4.06213
10,20,5,15,6,262,5.93708
10,20,6,15,6,323,5.74618
10,20,7,15,6,403,5.47257
10,20,8,15,6,458,5.55707
10,20,9,15,6,400,5.6095
10,20,10,15,6,388,6.21433
10,30,1,15,8,439,7.25982
10,30,2,15,7,563,6.34067
10,30,3,15,7,537,3.54604
10,30,4,15,8,325,5.66589
10,30,5,15,7,391,6.11805
10,30,6,15,7,386,6.09149
10,30,7,15,6,395,5.25569
10,30,8,15,7,447,3.7086
10,30,9,15,7,418,5.06938
10,30,10,15,7,445,4.7728
10,40,1,15,8,526,5.64686
10,40,2,15,8,496,7.83487
10,40,3,15,8,548,7.07564
10,40,4,15,8,426,7.35488
10,40,5,15,8,449,7.1746
10,40,6,15,8,475,6.93899
10,40,7,15,8,309,7.59221
10,40,8,15,8,579,9.03176
10,40,9,15,8,467,7.40704
10,40,10,15,8,524,7.95369
15,20,1,15,6,464,6.64921
15,20,2,15,8,327,8.5741
15,20,3,15,6,395,4.99932
15,20,4,15,7,467,7.14277
15,20,5,15,7,333,7.72384
15,20,6,15,7,453,7.98101
15,20,7,15,7,406,7.82423
15,20,8,15,8,460,9.09079
15,20,9,15,9,435,7.99881
15,20,10,15,8,576,9.91783
15,40,1,15,9,550,10.1863
15,40,2,15,9,526,20.4153
15,40,3,15,10,626,12.8308
15,40,4,15,10,519,11.0345
15,40,5,15,10,595,12.8526
15,40,6,15,10,625,13.7032
15,40,7,15,10,606,14.0524
15,40,8,15,9,588,12.7816
15,40,9,15,11,660,15.2472
15,40,10,15,10,681,15.5222
15,60,1,15,11,755,17.9376
15,60,2,15,12,671,22.3498
15,60,3,15,11,705,20.2675
15,60,4,15,10,606,17.9425
15,60,5,15,11,737,19.2778
15,60,6,15,11,750,21.1225
15,60,7,15,11,743,16.6485
15,60,8,15,11,768,19.9669
15,60,9,15,12,825,20.0546
15,60,10,15,11,593,21.8834
15,80,1,15,12,661,24.5757
15,80,2,15,12,702,28.2385
15,80,3,15,12,884,15.4584
15,80,4,15,12,776,20.4784
15,80,5,15,12,828,40.3361
15,80,6,15,12,697,22.5376
15,80,7,15,12,862,21.4659
15,80,8,15,12,852,22.094
15,80,9,15,12,777,22.8794
15,80,10,15,12,750,17.2271
15,100,1,15,13,837,24.1172
15,100,2,15,13,723,25.7294
15,100,3,15,13,805,27.0253
15,100,4,15,13,866,25.7088
15,100,5,15,13,835,26.0243
15,100,6,15,13,971,29.063
15,100,7,15,14,865,17.6224
15,100,8,15,13,863,27.7565
15,100,9,15,14,877,15.357
15,100,10,15,13,767,22.409
20,20,1,15,9,430,16.5663
20,20,2,15,9,501,15.6343
20,20,3,15,10,662,17.5132
20,20,4,15,8,557,14.2863
20,20,5,15,9,487,16.7063
20,20,6,15,9,555,16.4342
20,20,7,15,8,410,14.0587
20,20,8,15,8,568,15.6385
20,20,9,15,7,454,13.5897
20,20,10,15,8,521,14.2737
20,40,1,15,12,801,23.8887
20,40,2,15,10,713,21.5316
20,40,3,15,11,819,29.7006
20,40,4,15,11,564,19.0167
20,40,5,15,11,594,27.8355
20,40,6,15,11,726,21.4317
20,40,7,15,11,680,23.3332
20,40,8,15,12,745,24.5142
20,40,9,15,11,725,23.2749
20,40,10,15,12,763,24.3045
20,60,1,15,14,1093,28.0656
20,60,2,15,13,827,44.925
20,60,3,15,15,785,34.3181
20,60,4,15,13,984,32.8482
20,60,5,15,14,867,29.1084
20,60,6,15,13,732,18.4418
20,60,7,15,14,876,27.0599
20,60,8,15,13,844,25.6006
20,60,9,15,13,901,24.4259
20,60,10,15,14,762,23.4096
20,80,1,15,15,1058,33.5527
20,80,2,15,14,892,31.3275
20,80,3,15,14,939,23.2813
20,80,4,15,15,921,21.9411
20,80,5,15,15,856,23.0408
20,80,6,15,13,840,22.8663
20,80,7,15,14,844,28.8273
20,80,8,15,15,983,34.3729
20,80,9,15,14,925,20.8703
20,80,10,15,14,849,25.9603
20,100,1,15,16,933,27.7196
20,100,2,15,16,984,25.0224
20,100,3,15,14,969,35.5086
20,100,4,15,15,1010,27.606
20,100,5,15,16,929,23.949
20,100,6,15,14,773,26.0093
20,100,7,15,16,1102,34.0228
20,100,8,15,15,1077,37.5566
20,100,9,15,16,1042,31.03
20,100,10,15,16,1115,31.1009
20,120,1,15,16,959,36.6803
20,120,2,15,16,1068,39.2889
20,120,3,15,15,897,62.562
20,120,4,15,16,1117,25.3984
20,120,5,15,16,1261,36.549
20,120,6,15,16,1014,25.4812
20,120,7,15,16,1000,27.3282
20,120,8,15,17,1067,33.1258
20,120,9,15,16,964,28.2398
20,120,10,15,17,802,26.0561
25,40,1,15,13,837,18.439
25,40,2,15,14,863,20.8866
25,40,3,15,13,977,18.9279
25,40,4,15,13,532,24.6677
25,40,5,15,13,729,30.2851
25,40,6,15,13,726,23.4615
25,40,7,15,13,949,18.8924
25,40,8,15,13,822,18.333
25,40,9,15,14,828,33.7396
25,40,10,15,14,804,31.1497
25,80,1,15,16,1309,38.0974
25,80,2,15,17,917,29.6173
25,80,3,15,17,1162,41.4467
25,80,4,15,16,888,26.3482
25,80,5,15,17,1085,31.9836
25,80,6,15,15,971,37.1385
25,80,7,15,17,1154,27.9115
25,80,8,15,16,1039,38.4188
25,80,9,15,15,985,41.4355
25,80,10,15,16,1085,33.3619
25,100,1,15,18,1223,27.9929
25,100,2,15,19,1212,30.0245
25,100,3,15,19,1243,37.9417
25,100,4,15,18,969,27.5623
25,100,5,15,18,834,33.5821
25,100,6,15,18,1187,43.4628
25,100,7,15,18,922,28.7971
25,100,8,15,17,897,27.4823
25,100,9,15,18,1344,26.9601
25,100,10,15,18,1238,30.3733
25,150,1,15,21,1448,42.8067
25,150,2,15,19,1210,50.1162
25,150,3,15,21,1457,36.9035
25,150,4,15,19,1152,31.0388
25,150,5,15,20,1213,33.3333
25,150,6,15,20,1151,32.1614
25,150,7,15,20,1132,34.044
25,150,8,15,20,1082,36.4657
25,150,9,15,20,1277,30.9695
25,150,10,15,20,1521,35.3291
25,200,1,15,21,1446,37.0203
25,200,2,15,22,1226,44.1965
25,200,3,15,21,1220,42.5896
25,200,4,15,22,1592,37.9423
25,200,5,15,20,1304,31.8375
25,200,6,15,21,1458,33.8688
25,200,7,15,20,1313,32.5697
25,200,8,15,22,1708,35.3432
25,200,9,15,21,1371,34.3583
25,200,10,15,21,1152,31.6816
