nodes,edges,instance,beta,n_nodes,value,time
200,750,7,1,137,8446,2108.58
200,750,7,1.2,139,8495,1858.38
200,750,7,1.4,137,8341,1649.99
200,750,7,1.6,137,8371,2125.03
200,750,7,1.8,134,8309,3232.84
200,750,7,2,137,8371,809.131
200,750,8,0.2,140,8739,3838.88
200,750,8,0.4,137,8690,2568.87
200,750,8,0.6,139,8744,3377.82
200,750,8,0.8,139,8769,2125.45
200,750,8,1,137,8731,2975.35
200,750,8,1.2,139,8688,3582.89
200,750,8,1.4,138,8727,3134.41
200,750,8,1.6,138,8788,1690.01
200,750,8,1.8,136,8707,1942.38
200,750,8,2,137,8722,2866.57
200,750,9,0.2,137,9026,2283.21
200,750,9,0.4,138,9052,3263.65
200,750,9,0.6,140,9213,1798.41
200,750,9,0.8,140,9009,1868.69
200,750,9,1,139,8944,3216.62
200,750,9,1.2,138,9008,3770.84
200,750,9,1.4,138,9015,3401.05
200,750,9,1.6,139,9032,2181.56
200,750,9,1.8,139,8944,3187.7
200,750,9,2,138,8994,1513.34
200,750,10,0.2,136,8874,2574.62
200,750,10,0.4,136,8889,3056.66
200,750,10,0.6,135,8827,3173.85
200,750,10,0.8,136,8879,2783.4
200,750,10,1,136,8861,2366.53
200,750,10,1.2,137,8936,1787.95
200,750,10,1.4,137,9046,2101.13
200,750,10,1.6,136,8871,2772.59
200,750,10,1.8,136,8892,916.404
200,750,10,2,137,8947,752.115
200,1000,1,0.2,145,8752,2355.78
200,1000,1,0.4,144,8794,5387.09
200,1000,1,0.6,145,8807,3233.63
200,1000,1,0.8,144,8725,2231.09
200,1000,1,1,145,8811,2261.55
200,1000,1,1.2,144,8785,2845.8
200,1000,1,1.4,146,8827,2432.24
200,1000,1,1.6,143,8757,2772.46
200,1000,1,1.8,144,8739,1152.25
200,1000,1,2,144,8779,2034.33
200,1000,2,0.2,147,9812,3751.3
200,1000,2,0.4,146,9785,2871.81
200,1000,2,0.6,149,9801,2129.07
200,1000,2,0.8,147,9804,2484.73
200,1000,2,1,149,9883,3224.37
200,1000,2,1.2,148,9842,2787.44
200,1000,2,1.4,147,9773,3201.27
200,1000,2,1.6,148,9889,2405.91
200,1000,2,1.8,150,9855,1881.75
200,1000,2,2,150,9972,1482.88
200,1000,3,0.2,144,9502,2412.5
200,1000,3,0.4,143,9386,2589.05
200,1000,3,0.6,144,9329,4339.76
200,1000,3,0.8,145,9526,2866.55
200,1000,3,1,145,9401,2787.48
200,1000,3,1.2,144,9436,3348.67
200,1000,3,1.4,147,9424,3405.36
200,1000,3,1.6,146,9505,1869.22
200,1000,3,1.8,146,9395,1902.5
200,1000,3,2,145,9482,1591.26
200,1000,4,0.2,149,9357,2243.17
200,1000,4,0.4,146,9183,2877.58
200,1000,4,0.6,148,9297,2653.36
200,1000,4,0.8,148,9276,4353.75
200,1000,4,1,145,9228,1906.04
200,1000,4,1.2,145,9268,3837.72
200,1000,4,1.4,147,9265,3508.75
200,1000,4,1.6,149,9287,2613.03
200,1000,4,1.8,145,9256,1919.13
200,1000,4,2,150,9263,1969.02
200,1000,5,0.2,146,8974,2548.45
200,1000,5,0.4,147,8936,3214.53
200,1000,5,0.6,146,8967,1945.22
200,1000,5,0.8,146,8987,1996.97
200,1000,5,1,147,8852,2945.22
200,1000,5,1.2,147,8857,2393.93
200,1000,5,1.4,147,8858,2753.01
200,1000,5,1.6,144,8909,3523.09
200,1000,5,1.8,147,8936,1253.08
200,1000,5,2,147,8974,1892.86
200,1000,6,0.2,150,9231,2901.35
200,1000,6,0.4,147,9184,2944.69
200,1000,6,0.6,148,9263,2410.27
200,1000,6,0.8,147,9184,3101.53
200,1000,6,1,149,9211,3402.71
200,1000,6,1.2,147,9177,3719.09
200,1000,6,1.4,145,9151,5271.89
200,1000,6,1.6,150,9231,1901.44
200,1000,6,1.8,147,9145,1280.24
200,1000,6,2,149,9259,2621.53
200,1000,7,0.2,147,9206,2683.87
200,1000,7,0.4,141,9042,4792.9
200,1000,7,0.6,144,9151,2664.88
200,1000,7,0.8,143,9139,5637.58
200,1000,7,1,142,9110,4037.68
200,1000,7,1.2,145,9122,4085.03
200,1000,7,1.4,145,9122,3119.89
200,1000,7,1.6,145,9212,2429.22
200,1000,7,1.8,145,9148,2082.79
200,1000,7,2,144,9079,1516.89
200,1000,8,0.2,145,9022,3084.55
200,1000,8,0.4,141,8808,3324.02
200,1000,8,0.6,144,8882,4013.84
200,1000,8,0.8,145,8939,3394.81
200,1000,8,1,145,8908,2447.23
200,1000,8,1.2,145,8908,4055.73
200,1000,8,1.4,145,8908,1886.24
200,1000,8,1.6,145,8908,2021.58
200,1000,8,1.8,146,8981,1211.17
200,1000,8,2,145,8908,887.303
200,1000,9,0.2,142,9101,3085.93
200,1000,9,0.4,142,9101,3664.92
200,1000,9,0.6,144,9266,2898.61
200,1000,9,0.8,145,9260,4213.35
200,1000,9,1,141,9050,2736.39
200,1000,9,1.2,142,9101,2220.26
200,1000,9,1.4,144,9198,2917.81
200,1000,9,1.6,141,9050,2813.9
200,1000,9,1.8,141,9050,2241.37
200,1000,9,2,142,9101,1214.87
200,1000,10,0.2,150,9354,2458.29
200,1000,10,0.4,147,9179,3804.69
200,1000,10,0.6,146,9242,2803.11
200,1000,10,0.8,143,9195,3064.95
200,1000,10,1,146,9242,2805.13
200,1000,10,1.2,150,9438,1971.36
200,1000,10,1.4,147,9367,2755.72
200,1000,10,1.6,151,9509,1818.78
200,1000,10,1.8,147,9159,2338.65
200,1000,10,2,146,9242,983.84
200,2000,1,0.2,167,10782,4979.63
200,2000,1,0.4,168,10892,3280.47
200,2000,1,0.6,165,10695,3646.47
200,2000,1,0.8,166,10803,4776.84
200,2000,1,1,165,10695,4474.86
200,2000,1,1.2,165,10760,4572.07
200,2000,1,1.4,167,10777,2324.47
200,2000,1,1.6,166,10770,3621.12
200,2000,1,1.8,167,10845,2110.35
200,2000,1,2,167,10783,1922.72
200,2000,2,0.2,166,10531,2888.68
200,2000,2,0.4,166,10531,2759.17
200,2000,2,0.6,164,10568,4344.42
200,2000,2,0.8,166,10617,4794.02
200,2000,2,1,166,10638,3378.91
200,2000,2,1.2,168,10735,3257.56
200,2000,2,1.4,165,10512,6736.61
200,2000,2,1.6,165,10581,5826.72
200,2000,2,1.8,167,10557,1099.76
200,2000,2,2,166,10575,1094.43
200,2000,3,0.2,167,10814,3144.77
200,2000,3,0.4,166,10820,4554
200,2000,3,0.6,168,11016,2780.3
200,2000,3,0.8,163,10674,3298.67
200,2000,3,1,163,10756,4119.66
200,2000,3,1.2,166,10839,3053.86
200,2000,3,1.4,166,10751,3745.44
200,2000,3,1.6,164,10777,3648.22
200,2000,3,1.8,164,10723,2062.52
200,2000,3,2,164,10723,3163.09
200,2000,4,0.2,166,10453,3856.49
200,2000,4,0.4,168,10567,2326.95
200,2000,4,0.6,165,10381,3759.62
200,2000,4,0.8,166,10492,3558.23
200,2000,4,1,165,10381,2300.27
200,2000,4,1.2,165,10381,2969.81
200,2000,4,1.4,166,10548,3371.29
200,2000,4,1.6,166,10417,2359.53
200,2000,4,1.8,167,10517,1242.11
200,2000,4,2,164,10481,3015.93
200,2000,5,0.2,166,10218,2869.66
200,2000,5,0.4,165,10197,4458.14
200,2000,5,0.6,166,10309,4348.07
200,2000,5,0.8,166,10174,5332.77
200,2000,5,1,167,10273,3815.4
200,2000,5,1.2,167,10263,2730.68
200,2000,5,1.4,166,10263,5548.17
200,2000,5,1.6,167,10322,2952.96
200,2000,5,1.8,167,10196,1996.43
200,2000,5,2,166,10227,1643.4
200,2000,6,0.2,167,10584,4809.03
200,2000,6,0.4,167,10540,3673.91
200,2000,6,0.6,167,10555,5820.12
200,2000,6,0.8,166,10579,3441.53
200,2000,6,1,167,10550,5059.72
200,2000,6,1.2,168,10652,4327.92
200,2000,6,1.4,167,10710,4949.33
200,2000,6,1.6,169,10721,3011.29
200,2000,6,1.8,166,10603,2761.62
200,2000,6,2,166,10539,2003.93
200,2000,7,0.2,165,10573,2253.32
200,2000,7,0.4,163,10525,5024.88
200,2000,7,0.6,164,10569,2563.85
200,2000,7,0.8,164,10565,2380.12
200,2000,7,1,164,10527,4995.98
200,2000,7,1.2,164,10550,2451.99
200,2000,7,1.4,166,10729,3284
200,2000,7,1.6,162,10484,5910.04
200,2000,7,1.8,164,10524,1154.96
200,2000,7,2,164,10517,2043.98
200,2000,8,0.2,167,10753,3847.44
200,2000,8,0.4,168,10689,2932.94
200,2000,8,0.6,168,10755,3025.1
200,2000,8,0.8,168,10793,3897.59
200,2000,8,1,168,10668,4954.49
200,2000,8,1.2,167,10686,3451.17
200,2000,8,1.4,169,10812,2492.18
200,2000,8,1.6,167,10724,4559.63
200,2000,8,1.8,168,10809,2038.39
200,2000,8,2,167,10650,1229.98
200,2000,9,0.2,163,10990,4969.37
200,2000,9,0.4,168,11275,4007.31
200,2000,9,0.6,163,10972,5645.14
200,2000,9,0.8,168,11185,4129.69
200,2000,9,1,165,11021,4017.63
200,2000,9,1.2,163,10990,3798.21
200,2000,9,1.4,168,11215,2367.9
200,2000,9,1.6,161,10884,5511.23
200,2000,9,1.8,163,10930,1421.4
200,2000,9,2,161,10884,1951.41
200,2000,10,0.2,166,11264,3973.06
200,2000,10,0.4,165,11210,3695.26
200,2000,10,0.6,167,11272,7562.83
200,2000,10,0.8,167,11251,2954.97
200,2000,10,1,166,11276,3861.05
200,2000,10,1.2,166,11276,4795.26
200,2000,10,1.4,166,11224,2453.11
200,2000,10,1.6,167,11241,3062.82
200,2000,10,1.8,165,11301,3295.49
200,2000,10,2,167,11241,1204.95
200,3000,1,0.2,176,11079,3113.29
200,3000,1,0.4,173,10941,2943.54
200,3000,1,0.6,176,11116,2799.95
200,3000,1,0.8,176,11081,4039.48
200,3000,1,1,175,11042,5294.2
200,3000,1,1.2,174,10954,4934.7
200,3000,1,1.4,174,10954,6989.87
200,3000,1,1.6,176,11079,4361.08
200,3000,1,1.8,173,10879,1176.64
200,3000,1,2,176,11079,2207.56
200,3000,2,0.2,174,11538,2950.3
200,3000,2,0.4,173,11517,4135.38
200,3000,2,0.6,174,11510,2728.58
200,3000,2,0.8,174,11569,6797.42
200,3000,2,1,174,11486,4537.69
200,3000,2,1.2,175,11617,3471.78
200,3000,2,1.4,173,11499,3443.97
200,3000,2,1.6,175,11636,4777.61
200,3000,2,1.8,174,11662,4107.7
200,3000,2,2,175,11559,1485.22
200,3000,3,0.2,176,11748,4010.72
200,3000,3,0.4,176,11763,3137.02
200,3000,3,0.6,174,11600,3659.5
200,3000,3,0.8,175,11674,2993.44
200,3000,3,1,176,11675,3077.07
200,3000,3,1.2,174,11675,3260.62
200,3000,3,1.4,175,11645,3448.83
200,3000,3,1.6,175,11696,3947.95
200,3000,3,1.8,174,11600,3734.63
200,3000,3,2,174,11600,2630.18
200,3000,4,0.2,175,12255,5346.93
200,3000,4,0.4,177,12372,2893.5
200,3000,4,0.6,176,12268,3274.09
200,3000,4,0.8,176,12142,5228.85
200,3000,4,1,176,12323,3407.78
200,3000,4,1.2,175,12234,3811.7
200,3000,4,1.4,177,12255,3446.54
200,3000,4,1.6,176,12142,3539.48
200,3000,4,1.8,176,12142,4113.59
200,3000,4,2,176,12142,2716.95
200,3000,5,0.2,174,12008,2955.54
200,3000,5,0.4,174,11900,3012.33
200,3000,5,0.6,174,11900,3104.53
200,3000,5,0.8,172,11781,3192.46
200,3000,5,1,173,11841,3588.65
200,3000,5,1.2,173,11840,6389.7
200,3000,5,1.4,174,11884,3565.06
200,3000,5,1.6,174,11890,2701.75
200,3000,5,1.8,175,11935,1696.93
200,3000,5,2,172,11781,1787.65
200,3000,6,0.2,176,11920,5079.81
200,3000,6,0.4,176,11996,2916.77
200,3000,6,0.6,176,11928,3350.73
200,3000,6,0.8,176,11972,3311.26
200,3000,6,1,176,11923,4727.93
200,3000,6,1.2,176,11916,3137.04
200,3000,6,1.4,176,11944,5353.97
200,3000,6,1.6,176,11863,2844.25
200,3000,6,1.8,178,11997,3244.49
200,3000,6,2,176,12002,3431.37
200,3000,7,0.2,174,11694,3200.31
200,3000,7,0.4,176,11807,2861.47
200,3000,7,0.6,176,11807,4853.53
200,3000,7,0.8,176,11807,5722.75
200,3000,7,1,174,11694,4125.57
200,3000,7,1.2,176,11807,4361.13
200,3000,7,1.4,174,11694,2763.62
200,3000,7,1.6,174,11694,3594.02
200,3000,7,1.8,174,11694,2299.1
200,3000,7,2,174,11694,1636.18
200,3000,8,0.2,178,11515,4095.12
200,3000,8,0.4,175,11284,6955.14
200,3000,8,0.6,177,11487,3307.99
200,3000,8,0.8,174,11346,4891.79
200,3000,8,1,175,11346,3729.94
200,3000,8,1.2,177,11542,5132.08
200,3000,8,1.4,175,11415,5549.38
200,3000,8,1.6,178,11500,3822.77
200,3000,8,1.8,176,11362,1411.39
200,3000,8,2,179,11535,4365.1
200,3000,9,0.2,177,11428,2781.8
200,3000,9,0.4,175,11289,4408
200,3000,9,0.6,176,11309,2816.59
200,3000,9,0.8,175,11289,3011.38
200,3000,9,1,175,11289,3733.89
200,3000,9,1.2,176,11393,3477.23
200,3000,9,1.4,176,11344,4333.91
200,3000,9,1.6,176,11309,2746.01
200,3000,9,1.8,174,11224,4559
200,3000,9,2,174,11224,1400.89
200,3000,10,0.2,174,11454,3112.85
200,3000,10,0.4,175,11441,3482
200,3000,10,0.6,175,11386,4898.57
200,3000,10,0.8,175,11465,3340.82
200,3000,10,1,175,11441,3476.26
200,3000,10,1.2,174,11408,11423.3
200,3000,10,1.4,175,11473,3324.83
200,3000,10,1.6,176,11505,3162.13
200,3000,10,1.8,174,11444,1173.83
200,3000,10,2,176,11558,1169.4
250,250,1,0.2,105,6264,2157.77
250,250,1,0.4,107,6318,2858.35
250,250,1,0.6,106,6246,2915.83
250,250,1,0.8,106,6283,1870.94
250,250,1,1,106,6283,1770.69
250,250,1,1.2,105,6264,2249.64
250,250,1,1.4,106,6274,2092.54
250,250,1,1.6,107,6293,1801.46
250,250,1,1.8,107,6293,1988.04
250,250,1,2,106,6283,681.722
250,250,2,0.2,107,6216,3398.41
250,250,2,0.4,106,6186,2511.32
250,250,2,0.6,107,6216,2411.42
250,250,2,0.8,105,6206,2173.26
250,250,2,1,107,6216,2276.19
250,250,2,1.2,107,6216,1734.45
250,250,2,1.4,107,6216,1833.91
250,250,2,1.6,107,6216,2278.37
250,250,2,1.8,107,6216,916.027
250,250,2,2,107,6216,2158.4
250,250,3,0.2,103,6140,3976.21
250,250,3,0.4,103,6105,3049.22
250,250,3,0.6,105,6194,1265.41
250,250,3,0.8,103,6176,2530.41
250,250,3,1,103,6140,2248.46
250,250,3,1.2,103,6102,2799.94
250,250,3,1.4,105,6151,2582.3
250,250,3,1.6,105,6174,1318.35
250,250,3,1.8,104,6103,2941.28
250,250,3,2,103,6140,1162.86
250,250,4,0.2,101,5521,2501.13
250,250,4,0.4,101,5516,2741.84
250,250,4,0.6,101,5495,3163.37
250,250,4,0.8,101,5546,1565.67
250,250,4,1,101,5495,2209.85
250,250,4,1.2,101,5495,4703.46
250,250,4,1.4,102,5516,2289.83
250,250,4,1.6,103,5556,1712.19
250,250,4,1.8,101,5495,797.612
250,250,4,2,104,5567,955.843
250,250,5,0.2,102,5977,2468.5
250,250,5,0.4,103,5963,1834.18
250,250,5,0.6,103,5995,1786.73
250,250,5,0.8,104,5992,1879.53
250,250,5,1,103,5963,1807.36
250,250,5,1.2,103,5941,1840.75
250,250,5,1.4,104,5941,1867.23
250,250,5,1.6,103,5941,2028.25
250,250,5,1.8,104,5941,868.071
250,250,5,2,103,5963,842.435
250,250,6,0.2,103,6316,2405.74
250,250,6,0.4,103,6287,1442.47
250,250,6,0.6,101,6250,2337.09
250,250,6,0.8,101,6219,3714.19
250,250,6,1,102,6265,1572.6
250,250,6,1.2,102,6256,1622.79
250,250,6,1.4,103,6287,1439.52
250,250,6,1.6,103,6287,2170.42
250,250,6,1.8,101,6250,1105.8
250,250,6,2,101,6250,1162
250,250,7,0.2,103,6235,1338.45
250,250,7,0.4,102,6223,2649.99
250,250,7,0.6,103,6250,2220.28
250,250,7,0.8,103,6235,1651.54
250,250,7,1,101,6261,2478.37
250,250,7,1.2,102,6223,2820.22
250,250,7,1.4,103,6235,2080.97
250,250,7,1.6,103,6235,2129.34
250,250,7,1.8,102,6257,2440.51
250,250,7,2,102,6239,1835.73
250,250,8,0.2,104,6352,2488.8
250,250,8,0.4,104,6352,1356.13
250,250,8,0.6,104,6352,1746.96
250,250,8,0.8,104,6352,2623.04
250,250,8,1,104,6340,2036.28
250,250,8,1.2,104,6352,1531.17
250,250,8,1.4,104,6340,2464.36
250,250,8,1.6,104,6355,1547.85
250,250,8,1.8,104,6352,882.698
250,250,8,2,104,6340,927.102
250,250,9,0.2,104,6148,1938.08
250,250,9,0.4,104,6148,2027.49
250,250,9,0.6,105,6214,3087.37
250,250,9,0.8,105,6214,2005.38
250,250,9,1,104,6154,1456.89
250,250,9,1.2,104,6180,2095.92
250,250,9,1.4,105,6214,2305.97
250,250,9,1.6,104,6148,1982.6
250,250,9,1.8,104,6180,1016.29
250,250,9,2,104,6148,762.103
250,250,10,0.2,102,5760,1856.09
250,250,10,0.4,101,5738,2033.29
250,250,10,0.6,102,5758,1884.94
250,250,10,0.8,101,5738,2880
250,250,10,1,103,5842,1841.15
250,250,10,1.2,101,5716,2150.53
250,250,10,1.4,102,5739,1727.81
250,250,10,1.6,100,5675,3108.43
250,250,10,1.8,102,5760,1704.05
250,250,10,2,101,5718,714.096
250,500,1,0.2,141,8383,3302.57
250,500,1,0.4,142,8469,3074.52
250,500,1,0.6,143,8480,2928.82
250,500,1,0.8,142,8470,2908.77
250,500,1,1,139,8336,3404.04
250,500,1,1.2,143,8467,2793.75
250,500,1,1.4,142,8479,3280.41
250,500,1,1.6,141,8399,2830.37
250,500,1,1.8,141,8354,3083.1
250,500,1,2,142,8387,2889.96
250,500,2,0.2,134,8081,3505.05
250,500,2,0.4,136,8102,3922.97
250,500,2,0.6,135,8135,4308.56
250,500,2,0.8,136,8169,5823.09
250,500,2,1,141,8377,2742.32
250,500,2,1.2,136,8101,4378.85
250,500,2,1.4,136,8220,3605.56
250,500,2,1.6,139,8286,2426.68
250,500,2,1.8,137,8277,3453.23
250,500,2,2,134,8122,1389.18
250,500,3,0.2,142,8380,2955.12
250,500,3,0.4,142,8402,3405.51
250,500,3,0.6,141,8427,4441.4
250,500,3,0.8,144,8555,3034.55
250,500,3,1,144,8540,3212.34
250,500,3,1.2,142,8411,3699.07
250,500,3,1.4,144,8549,2991.03
250,500,3,1.6,142,8389,3173.51
250,500,3,1.8,142,8411,1643.77
250,500,3,2,142,8410,2597.67
250,500,4,0.2,138,8425,2515.35
250,500,4,0.4,138,8388,2790.2
250,500,4,0.6,138,8425,4707.37
250,500,4,0.8,138,8454,5417.02
250,500,4,1,139,8462,2968.9
250,500,4,1.2,137,8464,3322.18
250,500,4,1.4,138,8480,3966.26
250,500,4,1.6,139,8467,2419.6
250,500,4,1.8,140,8441,1022.34
250,500,4,2,139,8503,1040.7
250,500,5,0.2,140,8404,4327.54
250,500,5,0.4,141,8397,4897.03
250,500,5,0.6,142,8511,4125.28
250,500,5,0.8,141,8427,3057.2
250,500,5,1,142,8540,2501.3
250,500,5,1.2,142,8468,2882.53
250,500,5,1.4,142,8514,3142.76
250,500,5,1.6,140,8407,4456.62
250,500,5,1.8,141,8443,3264.89
250,500,5,2,140,8420,1731.13
250,500,6,0.2,136,8542,4052.76
250,500,6,0.4,140,8651,3123.69
250,500,6,0.6,135,8418,3077.5
250,500,6,0.8,138,8669,3085.3
250,500,6,1,139,8666,3418.38
250,500,6,1.2,139,8538,2729.41
250,500,6,1.4,139,8558,3873
250,500,6,1.6,135,8424,3611.18
250,500,6,1.8,136,8405,1295.44
250,500,6,2,137,8654,2711.12
250,500,7,0.2,137,8240,2844.73
250,500,7,0.4,137,8239,4606.85
250,500,7,0.6,134,8158,4711.23
250,500,7,0.8,137,8240,3126.8
250,500,7,1,139,8343,2530.47
250,500,7,1.2,137,8251,5494.69
250,500,7,1.4,135,8208,5351
250,500,7,1.6,137,8161,3000.58
250,500,7,1.8,134,8159,2820.27
250,500,7,2,137,8201,1373.12
250,500,8,0.2,139,8562,2567.58
250,500,8,0.4,140,8563,3595.06
250,500,8,0.6,142,8625,2847.75
250,500,8,0.8,141,8589,3441.53
250,500,8,1,141,8589,3871.46
250,500,8,1.2,141,8589,2778.42
250,500,8,1.4,143,8639,3692.83
250,500,8,1.6,143,8630,3294.98
250,500,8,1.8,143,8654,1685.49
250,500,8,2,141,8589,2193.36
250,500,9,0.2,137,8299,4214.15
250,500,9,0.4,136,8267,3120.43
250,500,9,0.6,137,8297,2911.29
250,500,9,0.8,139,8363,3441.41
250,500,9,1,137,8283,2599.51
250,500,9,1.2,136,8359,4679.19
250,500,9,1.4,137,8283,3037.98
250,500,9,1.6,137,8283,4246.59
250,500,9,1.8,137,8327,1557.75
250,500,9,2,134,8231,2393.88
250,500,10,0.2,141,8329,4494.84
250,500,10,0.4,144,8420,2450.31
250,500,10,0.6,142,8332,2539.96
250,500,10,0.8,142,8372,2904.93
250,500,10,1,142,8342,4837.16
250,500,10,1.2,140,8374,5645.51
250,500,10,1.4,141,8338,2963.57
250,500,10,1.6,142,8474,2186.67
250,500,10,1.8,140,8302,1836
250,500,10,2,140,8368,1955.36
250,750,1,0.2,160,10593,4671.36
250,750,1,0.4,158,10506,3775.44
250,750,1,0.6,158,10452,3654.34
250,750,1,0.8,157,10469,4254.37
250,750,1,1,158,10465,4297.59
250,750,1,1.2,158,10501,4339.78
250,750,1,1.4,159,10500,3778.66
250,750,1,1.6,158,10428,5438.37
250,750,1,1.8,157,10368,1690.5
250,750,1,2,159,10445,2039.82
250,750,2,0.2,155,9508,2878.74
250,750,2,0.4,154,9486,2630.23
250,750,2,0.6,152,9427,5885.18
250,750,2,0.8,151,9365,4042.14
250,750,2,1,156,9519,2595.4
250,750,2,1.2,154,9430,6312.06
250,750,2,1.4,152,9433,3353.97
250,750,2,1.6,152,9381,6277.58
250,750,2,1.8,151,9361,3010.29
250,750,2,2,153,9425,2398.45
250,750,3,0.2,163,9870,4907.82
250,750,3,0.4,163,9928,5440.35
250,750,3,0.6,163,9826,3270.31
250,750,3,0.8,161,9815,4749.52
250,750,3,1,159,9696,5789.73
250,750,3,1.2,159,9786,4738.38
250,750,3,1.4,163,9859,4052.12
250,750,3,1.6,159,9668,7040.06
250,750,3,1.8,162,9806,3015.55
250,750,3,2,160,9724,3492.21
250,750,4,0.2,160,10734,3991.15
250,750,4,0.4,158,10600,3527.44
250,750,4,0.6,160,10690,5105.69
250,750,4,0.8,160,10730,5369.37
250,750,4,1,159,10579,4591.97
250,750,4,1.2,159,10625,3454.45
250,750,4,1.4,158,10549,2920.68
250,750,4,1.6,157,10572,3644.57
250,750,4,1.8,157,10584,2494.58
250,750,4,2,158,10603,2531.1
250,750,5,0.2,158,10260,3371.81
250,750,5,0.4,159,10175,3118.22
250,750,5,0.6,157,10105,3287.43
250,750,5,0.8,159,10230,4051.26
250,750,5,1,159,10228,4145.96
250,750,5,1.2,158,10307,5540
250,750,5,1.4,158,10252,3044.77
250,750,5,1.6,158,10255,3030.37
250,750,5,1.8,159,10136,4289.85
250,750,5,2,158,10253,2168.39
250,750,6,0.2,161,10155,3842.11
250,750,6,0.4,158,10131,3821.08
250,750,6,0.6,159,10096,2762.5
250,750,6,0.8,159,10078,7415.09
250,750,6,1,158,10064,4512.31
250,750,6,1.2,161,10167,3023.91
250,750,6,1.4,160,10196,2841.11
250,750,6,1.6,162,10228,5784.76
250,750,6,1.8,159,10127,1483.52
250,750,6,2,161,10121,1316.97
250,750,7,0.2,163,9944,3500.24
250,750,7,0.4,163,9941,5049.94
250,750,7,0.6,164,9998,4012.07
250,750,7,0.8,165,10034,3994.75
250,750,7,1,164,9970,4064.88
250,750,7,1.2,158,9813,5682.7
250,750,7,1.4,162,9929,3468.21
250,750,7,1.6,163,9981,4041.11
250,750,7,1.8,164,10031,2582.67
250,750,7,2,162,9936,1691.43
250,750,8,0.2,161,10263,3317.78
250,750,8,0.4,159,10079,3669.9
250,750,8,0.6,160,10060,2988.49
250,750,8,0.8,163,10183,4603.63
250,750,8,1,159,10014,4786.44
250,750,8,1.2,159,10079,10413.3
250,750,8,1.4,162,10235,5221.08
250,750,8,1.6,162,10197,5895.05
250,750,8,1.8,161,10136,1374.9
250,750,8,2,163,10200,2483.65
250,750,9,0.2,154,9742,5177.34
250,750,9,0.4,156,9809,3535.4
250,750,9,0.6,156,9891,3774.55
250,750,9,0.8,155,9842,4407.54
250,750,9,1,158,9923,3702.62
250,750,9,1.2,156,9822,3719.79
250,750,9,1.4,156,9809,4658.26
250,750,9,1.6,156,9881,4528.69
250,750,9,1.8,156,9809,1741.11
250,750,9,2,156,9822,1357.31
250,750,10,0.2,158,10064,4649.18
250,750,10,0.4,159,10033,4106.97
250,750,10,0.6,160,10146,3301.02
250,750,10,0.8,159,10079,5302.32
250,750,10,1,160,10069,4236.86
250,750,10,1.2,162,10188,3890.53
250,750,10,1.4,159,10071,3658.28
250,750,10,1.6,157,9993,5603.41
250,750,10,1.8,160,10100,2087.84
250,750,10,2,161,10201,1225.09
250,1000,1,0.2,172,10380,5135.54
250,1000,1,0.4,174,10378,4956.52
250,1000,1,0.6,175,10352,4741.4
250,1000,1,0.8,173,10273,5095.81
250,1000,1,1,173,10338,6696.02
250,1000,1,1.2,176,10385,4188.82
250,1000,1,1.4,173,10309,5733.86
250,1000,1,1.6,173,10342,4010.34
250,1000,1,1.8,174,10439,1746.34
250,1000,1,2,175,10438,1395.03
250,1000,2,0.2,169,11475,8610.26
250,1000,2,0.4,169,11389,8035.93
250,1000,2,0.6,173,11537,3432.1
250,1000,2,0.8,168,11356,3665.87
250,1000,2,1,172,11555,3911.01
250,1000,2,1.2,175,11640,2530.93
250,1000,2,1.4,171,11515,7893.32
250,1000,2,1.6,169,11517,5625.88
250,1000,2,1.8,174,11589,1695.5
250,1000,2,2,174,11638,2565.17
250,1000,3,0.2,173,11284,3288.5
250,1000,3,0.4,174,11286,5555.29
250,1000,3,0.6,171,11233,5248.69
250,1000,3,0.8,174,11273,7243.8
250,1000,3,1,175,11332,4584.08
250,1000,3,1.2,175,11379,3470.97
250,1000,3,1.4,174,11273,4502.36
250,1000,3,1.6,178,11399,3129.47
250,1000,3,1.8,176,11377,3818.05
250,1000,3,2,175,11379,1648.93
250,1000,4,0.2,174,10570,5611.76
250,1000,4,0.4,173,10597,3303.75
250,1000,4,0.6,174,10570,6536
250,1000,4,0.8,175,10639,2594.48
250,1000,4,1,173,10646,3194.91
250,1000,4,1.2,174,10570,5143.03
250,1000,4,1.4,173,10610,7133.4
250,1000,4,1.6,171,10606,4000.76
250,1000,4,1.8,174,10613,1954.89
250,1000,4,2,174,10613,3092.04
250,1000,5,0.2,168,10403,5273.85
250,1000,5,0.4,166,10443,7528.76
250,1000,5,0.6,170,10457,6506.11
250,1000,5,0.8,168,10385,5981.83
250,1000,5,1,168,10429,3687.18
250,1000,5,1.2,168,10435,3924.68
250,1000,5,1.4,166,10339,5342.53
250,1000,5,1.6,167,10471,6181.85
250,1000,5,1.8,169,10490,2479.59
250,1000,5,2,170,10564,4395.48
250,1000,6,0.2,173,10942,4392.48
250,1000,6,0.4,173,10919,3980.64
250,1000,6,0.6,175,11027,3270.13
250,1000,6,0.8,174,11046,6729.85
250,1000,6,1,173,10991,5334.05
250,1000,6,1.2,175,11020,3463.01
250,1000,6,1.4,175,10979,2664.07
250,1000,6,1.6,174,10969,3853.81
250,1000,6,1.8,173,10931,2283.09
250,1000,6,2,173,10937,1626.95
